intervention_id,recommendation_title,category,target_segment,affected_customers,estimated_revenue_impact,expected_action,suggested_owner,confidence_level,effort_level,priority_score,priority_band
IV-FE5D3937,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-F79B3D8C,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-D610FE6F,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-3673D906,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-EA1B50BE,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-E8B9E568,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-76062739,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-0D1DD46A,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-5C0FEEE2,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-8A11EBEC,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-59CD7E0C,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-11B00AC2,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-C55036FD,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-13E8D823,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-0681E40A,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-558E31AE,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-B761C573,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-15F0686B,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-5024FACD,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-1E8F2CF7,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-4A548ECD,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-F8EB6762,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-E998788D,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-E7EE3CE0,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-010241AE,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-ECB452A7,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-330650AD,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-1A47BCB8,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-61A12665,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-4FD01D54,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-D00C6F15,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-E6A55AEA,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-0D2830D0,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-17C9F37C,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-8A165E50,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-F0B11679,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-39E1DC9B,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-840DECA4,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-03FFCF42,Automated Payment Recovery — Failed Transaction,billing_recovery,Enterprise,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-D8D8FD22,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-F0B81D68,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-A182B88D,Automated Payment Recovery — Failed Transaction,billing_recovery,Mid-Market,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-AD487DA2,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-7F2CFE84,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-785ED418,Automated Payment Recovery — Failed Transaction,billing_recovery,SMB,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-1CBDB94C,Automated Payment Recovery — Failed Transaction,billing_recovery,Startup,1,499.0,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",Billing Automation,High,Low,424.15,Medium
IV-783267E7,Past-Due Account Escalation,billing_recovery,SMB,1,499.0,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,Finance Operations,High,Low,424.15,Medium
